mlbamID,playerName,IP,W,L,H,R,ER,HR,BB,K,S,team,league,defaultPos,G_SP,G_RP
457428,James McDonald,63,4,4,58,33,30,9,30,58,0,LAN,NL,RP,4,41
448592,Cla Meredith,63,3,3,71,34,31,5,21,38,0,BAL,AL,RP,0,64
150009,Ramon Ortiz,63,3,4,63,32,30,7,19,46,0,LAN,NL,RP,0,0
121125,Arthur Rhodes,63,4,3,52,25,24,4,27,59,0,CIN,NL,RP,0,66
460029,Jensen Lewis,63,3,3,59,33,30,9,27,57,0,CLE,AL,RP,0,47
120221,Chan Ho Park,63,3,3,68,37,34,9,24,48,0,NYA,AL,RP,7,38
434637,Matt Lindstrom,62,3,3,64,31,28,5,25,50,15,HOU,NL,RP,0,54
547820,Fu-Te Ni,62,3,3,59,32,30,8,23,44,0,DET,AL,RP,0,36
430900,Michael Wuertz,61,4,2,50,24,23,6,24,65,0,OAK,AL,RP,0,74
136734,Octavio Dotel,61,4,3,51,27,24,7,30,74,22,PIT,NL,RP,0,62
150122,Damaso Marte,61,5,3,59,32,29,7,24,57,0,NYA,AL,RP,0,21
448609,Tony Sipp,60,3,2,53,31,28,8,32,64,0,CLE,AL,RP,0,46
579799,Ryota Igarashi,60,3,3,60,29,27,6,20,59,0,NYN,NL,RP,0,0
430665,Brandon Medders,60,3,3,60,33,30,7,31,45,0,SFN,NL,RP,0,61
434442,J.P. Howell,60,5,3,50,26,24,6,26,63,4,TBA,AL,RP,0,69
457461,Sean White,60,3,3,63,31,29,5,22,26,0,SEA,AL,RP,0,52
448287,Luke French,60,2,4,69,38,34,9,24,36,0,SEA,AL,SP,12,3
449777,Mitch Stetter,59,4,3,47,26,24,5,31,59,0,MIL,NL,RP,0,71
116034,Trevor Hoffman,59,4,2,48,23,21,5,17,52,31,MIL,NL,RP,0,55
283166,Mike Gonzalez,59,3,3,52,29,26,7,25,61,23,BAL,AL,RP,0,80
444427,Kanekoa Texeira,59,3,5,63,38,34,7,34,39,0,SEA,AL,RP,0,0
434668,Manny Delcarmen,59,3,3,56,29,27,5,27,49,0,BOS,AL,RP,0,64
458003,Blake Hawksworth,59,3,3,60,32,29,7,23,39,0,SLN,NL,SP,0,30
445246,Jeff Fulchino,59,3,3,59,31,28,6,24,47,0,HOU,NL,RP,0,61
459939,Mitchell Boggs,59,3,4,65,36,32,7,29,37,0,SLN,NL,SP,9,7
456589,Jason Bergmann,59,3,3,59,32,29,8,23,45,0,WAS,NL,RP,0,56
450212,Pat Neshek,59,4,3,49,28,27,8,21,62,6,MIN,AL,RP,0,0
466457,Edgar Osuna,58,2,5,72,42,39,9,23,33,0,KCA,AL,SP,0,0
476570,Vin Mazzaro,58,3,4,64,34,31,6,23,34,0,OAK,AL,SP,17,0
407791,Brendan Donnelly,58,4,2,56,25,24,4,21,48,0,PIT,NL,RP,0,30
434718,Huston Street,58,4,2,47,23,21,6,16,65,27,COL,NL,RP,0,64
121096,Dennys Reyes,58,3,2,52,25,24,4,27,48,0,SLN,NL,RP,0,75
534428,Esmailin Caridad,58,3,4,63,37,34,10,22,40,0,CHN,NL,SP,0,14
430613,Ronald Belisario,58,3,3,54,29,27,7,27,46,0,LAN,NL,RP,0,69
445163,Casey Janssen,58,3,3,63,32,28,5,19,36,0,TOR,AL,RP,5,16
434482,Jesse Carlson,57,3,3,55,29,27,6,19,46,0,TOR,AL,RP,0,73
463645,Sammy Gervacio,57,3,3,52,29,26,7,26,62,0,HOU,NL,RP,0,29
455605,J.D. Martin,57,3,4,61,32,30,9,17,34,0,WAS,NL,SP,15,0
476811,Sean West,56,2,5,63,38,35,8,33,42,0,FLO,NL,SP,20,0
476011,Matt Maloney,56,3,4,57,32,29,9,16,45,0,CIN,NL,SP,7,0
491159,Joe Thatcher,56,4,3,49,22,20,4,20,58,0,SDN,NL,RP,0,52
119125,Trever Miller,56,3,2,47,24,22,6,21,56,0,SLN,NL,RP,0,70
449820,Leo Rosales,56,3,3,57,29,28,6,21,41,0,ARI,NL,RP,0,33
444884,Chris Ray,56,2,3,62,34,30,7,26,49,0,TEX,AL,RP,0,46
425606,Kiko Calero,55,4,2,46,24,23,4,29,55,0,NYN,NL,RP,0,67
430641,Blaine Boyer,55,3,3,58,31,28,5,22,39,0,ARI,NL,RP,0,48
435221,Brandon McCarthy,54,3,3,56,31,29,7,22,35,0,TEX,AL,SP,17,0
425818,Boof Bonser,54,2,3,62,37,34,8,20,43,0,BOS,AL,RP,0,0
240694,J.C. Romero,54,3,2,45,25,24,5,34,44,0,PHI,NL,RP,0,21
466918,Manuel Corpas,54,3,3,60,27,24,5,14,37,0,COL,NL,RP,0,35
425539,Hong-Chih Kuo,54,3,2,43,20,19,4,19,60,0,LAN,NL,RP,0,35
136263,Tim Byrdak,54,2,3,46,28,25,8,28,52,0,HOU,NL,RP,0,76
213711,Jeff Weaver,54,3,3,58,31,28,7,19,39,0,LAN,NL,RP,7,21
458220,Esmerling Vasquez,54,3,3,54,32,30,6,33,42,0,ARI,NL,RP,0,53
453381,Kevin Mulvey,53,2,4,61,35,31,7,23,34,0,ARI,NL,SP,4,4
276530,Scott Linebrink,53,3,3,56,29,27,8,20,44,0,CHA,AL,RP,0,57
453184,Brad Lincoln,53,2,4,61,33,30,8,15,34,0,PIT,NL,SP,0,0
407842,Jose Veras,52,3,3,45,27,25,6,27,51,0,FLO,NL,RP,0,47
460283,Jerry Blevins,52,3,3,51,27,24,5,17,41,0,OAK,AL,RP,0,20
150438,Rodrigo Lopez,52,2,4,61,33,29,7,14,32,0,ARI,NL,SP,5,2
435261,Zach Miner,52,3,3,54,28,26,5,23,33,0,DET,AL,RP,5,46
420864,Randy Flores,52,2,3,58,30,27,4,20,42,0,COL,NL,RP,0,27
451491,Joel Zumaya,51,3,4,49,30,28,7,33,45,1,DET,AL,RP,0,29
435140,Hayden Penn,51,2,3,59,37,33,9,26,40,0,PIT,NL,SP,1,15
458730,Bobby Parnell,50,2,4,53,31,28,6,27,38,0,NYN,NL,RP,8,60
518516,Madison Bumgarner,50,3,3,52,27,25,5,18,33,0,SFN,NL,SP,1,3
501879,Kevin Pucetas,50,2,3,56,30,27,6,17,27,0,SFN,NL,SP,0,0
434958,Sean Green,50,3,3,48,25,23,3,24,39,0,NYN,NL,RP,0,79
430673,Ramon Ramirez,49,3,2,45,22,21,4,21,40,0,BOS,AL,RP,0,70
458006,Matt Albers,49,2,3,55,30,27,5,24,32,0,BAL,AL,RP,0,56
452240,Adam Russell,49,2,3,48,26,23,5,25,36,0,SDN,NL,RP,0,15
489189,Josh Outman,49,2,3,50,28,26,6,24,35,0,OAK,AL,SP,12,2
450545,Doug Mathis,48,2,2,52,26,24,5,17,28,0,TEX,AL,RP,2,22
460105,Greg Smith,47,2,3,50,29,27,7,19,28,0,COL,NL,SP,0,0
425657,Javier Lopez,47,2,3,51,26,23,4,21,28,0,PIT,NL,RP,0,14
467856,Carlos Monasterios,47,2,4,53,34,31,9,24,30,0,NYN,NL,RP,0,0
455374,Antonio Bastardo,47,3,3,46,27,25,7,21,41,0,PHI,NL,SP,5,1
400104,Tyler Walker,47,3,3,43,23,21,6,16,38,0,WAS,NL,RP,0,32
460265,Jeremy Sowers,46,2,3,53,28,26,6,16,22,0,CLE,AL,SP,22,1
501874,Kam Mickolio,46,2,3,49,28,26,5,24,39,0,BAL,AL,RP,0,11
435620,Jack Taschner,46,2,3,50,28,25,4,25,34,0,PIT,NL,RP,0,24
425530,Brian Stokes,46,2,2,48,26,23,5,20,28,0,LAA,AL,RP,0,69
464244,Alberto Arias,46,3,3,48,24,21,3,20,36,0,HOU,NL,RP,0,42
457796,Garrett Olson,46,2,3,48,29,26,7,22,30,0,SEA,AL,SP,11,20
329092,Randy Choate,46,3,2,45,23,21,4,19,31,0,TBA,AL,RP,0,61
501925,Joe Smith,45,3,2,42,22,20,4,20,37,0,CLE,AL,RP,0,37
457733,Joey Devine,45,4,2,37,17,16,4,19,44,0,OAK,AL,RP,0,0
489020,Brad Kilby,44,2,2,41,23,21,6,18,37,0,OAK,AL,RP,1,10
502028,Blake Wood,44,1,4,55,34,31,7,22,24,0,KCA,AL,SP,0,0
430629,Joel Hanrahan,44,2,3,43,23,21,4,22,46,0,PIT,NL,RP,0,67
445926,Jesse Chavez,43,2,2,45,24,22,6,16,33,0,TBA,AL,RP,0,73
519322,Drew Storen,43,2,2,42,23,22,6,18,40,0,WAS,NL,RP,0,0
276542,Joaquin Benoit,43,3,2,39,22,20,5,23,40,0,TBA,AL,RP,0,0
424925,Clay Condrey,43,2,3,48,22,20,4,14,22,0,MIN,AL,RP,0,45
453515,David Purcey,42,2,3,44,26,24,5,22,32,0,TOR,AL,SP,9,0
445971,Tim Wood,42,2,2,43,22,21,4,21,31,0,FLO,NL,RP,0,18
430942,Randy Williams,42,1,3,44,27,25,7,21,36,0,CHA,AL,RP,0,25
349193,Will Ohman,40,2,2,37,20,18,5,17,33,0,BAL,NL,RP,0,21
457711,Sean O'Sullivan,40,2,3,49,28,25,6,15,21,0,LAA,AL,SP,10,2
110683,Miguel Batista,40,2,3,42,24,21,4,21,28,0,WAS,NL,RP,0,56
457456,Jo-Jo Reyes,40,2,3,43,25,23,6,19,28,0,ATL,NL,SP,5,1
435045,Sergio Santos,40,1,3,46,33,30,7,32,27,0,CHA,AL,RP,0,0
435618,Jeremy Accardo,38,2,2,37,19,18,3,16,28,0,TOR,AL,RP,0,26
134268,Kerry Wood,38,2,2,34,18,16,4,16,40,25,CLE,AL,RP,0,58
459999,Jeff Stevens,37,2,2,34,19,18,4,19,36,0,CHN,NL,RP,0,11
459371,Ramon Ramirez,36,2,2,34,21,19,5,15,25,0,BOS,AL,SP,0,11
448753,Justin Berg,36,2,2,38,22,20,3,20,19,0,CHN,NL,RP,0,11
425562,Vinnie Chulk,36,2,2,38,19,18,4,15,23,0,PIT,NL,RP,0,8
430587,Taylor Buchholz,36,3,2,36,17,16,3,10,26,0,COL,NL,RP,0,0
502166,Brad Mills,35,2,3,39,24,22,6,18,28,0,TOR,AL,SP,2,0
455092,Scott Elbert,35,2,2,31,17,16,4,18,37,0,LAN,NL,RP,0,19
453889,Matt Chico,35,1,2,40,23,21,5,17,21,0,WAS,NL,SP,0,0
444468,Hector Rondon,35,2,3,40,23,20,5,12,24,0,CLE,AL,SP,0,0
460349,Carlos Rosa,35,2,3,39,21,19,4,15,24,0,KCA,AL,RP,0,7
461872,Anthony Swarzak,34,2,2,41,23,21,5,13,18,0,MIN,AL,SP,12,0
458155,Joe Martinez,34,1,2,39,21,19,4,12,20,0,SFN,NL,SP,5,4
519357,Jess Todd,34,2,2,34,18,17,4,13,28,0,SLN,NL,RP,0,20
435619,Pat Misch,33,2,2,35,18,16,4,10,21,0,SFN,NL,RP,7,19
453343,Mark Melancon,33,2,2,34,19,17,4,12,25,0,NYA,AL,RP,0,13
430680,Justin Lehr,33,1,2,36,19,18,5,11,17,0,CIN,NL,SP,11,0
453249,Jeff Manship,32,2,2,37,20,18,4,13,19,0,MIN,AL,SP,5,6
468504,Jhoulys Chacin,32,2,2,35,20,18,4,16,22,0,COL,NL,SP,1,8
429984,Scott Proctor,32,1,2,31,18,17,4,17,28,0,FLO,NL,RP,0,0
457429,Boone Logan,31,2,2,33,19,17,4,15,25,0,NYA,AL,RP,0,20
449079,Wesley Wright,31,1,2,31,18,17,5,17,31,0,HOU,NL,RP,0,49
458589,David Herndon,31,2,2,37,20,19,6,11,16,0,PHI,NL,RP,0,0
435538,Bill Bray,31,2,2,28,14,12,3,13,33,0,CIN,NL,RP,0,0
150221,Mike Lincoln,31,1,2,32,19,18,5,15,21,0,CIN,NL,RP,0,19
451482,Armando Galarraga,30,1,2,31,19,17,5,13,20,0,DET,AL,SP,25,4
462522,Jeff Gray,30,1,2,33,17,15,3,9,19,0,CHN,NL,RP,0,24
430654,Brian Bass,30,1,2,34,18,17,4,13,19,0,PIT,NL,RP,0,48
516769,Jenrry Mejia,30,1,2,31,19,17,3,18,23,0,NYN,NL,SP,0,0
124604,Jamey Wright,29,2,2,29,16,14,3,14,21,0,CLE,AL,RP,0,65
467099,Jordan Norberto,28,1,2,31,23,21,6,23,26,0,ARI,NL,RP,0,0
450832,Jesse English,28,1,3,32,21,19,5,18,18,0,SFN,NL,SP,0,0
458250,Dusty Hughes,28,1,2,31,18,16,3,14,18,0,KCA,AL,RP,1,7
448614,Carlos Torres,28,2,2,28,16,15,3,15,22,0,CHA,AL,RP,5,3
466412,Luis Perdomo,27,1,1,24,14,13,4,15,24,0,SDN,NL,RP,0,35
476601,Michael Bowden,27,1,2,30,17,15,3,10,16,0,BOS,AL,SP,1,7
457567,Carlos Fisher,27,1,1,26,14,13,2,14,24,0,CIN,NL,RP,0,39
547749,Junichi Tazawa,27,2,2,32,18,16,4,9,16,0,BOS,AL,SP,4,2
444371,Jeff Karstens,27,1,2,30,16,15,4,9,15,0,PIT,NL,SP,13,26
444436,Ryan Webb,26,1,2,28,15,14,3,11,18,0,SDN,NL,RP,0,28
502158,Josh Roenicke,26,1,2,26,14,13,2,13,25,0,TOR,AL,RP,0,24
434590,Yorman Bazardo,26,1,2,31,18,16,4,10,14,0,HOU,NL,SP,6,4
133460,Russ Ortiz,26,1,2,29,16,15,3,13,18,0,LAN,NL,SP,13,10
433581,Brad Thompson,25,1,2,30,16,14,3,7,11,0,KCA,AL,RP,8,24
457744,Aaron Thompson,25,1,2,30,18,16,3,13,14,0,WAS,NL,SP,0,0
446861,Guillermo Moscoso,25,1,2,27,14,13,3,9,18,0,TEX,AL,SP,0,10
469159,Henry Rodriguez,25,1,2,24,16,15,3,20,24,0,OAK,AL,RP,0,3
113898,Kelvim Escobar,25,2,1,23,10,9,2,9,21,0,NYN,NL,SP,1,0
232994,Scott Strickland,25,1,2,24,15,14,3,13,25,0,COL,NL,RP,0,0
136600,Bruce Chen,24,1,2,28,16,15,4,9,16,0,KCA,AL,SP,9,8
452293,Jonathan Albaladejo,24,2,1,26,14,13,4,9,16,0,NYA,AL,RP,0,32
453562,Jake Arrieta,24,1,2,28,17,15,4,13,17,0,BAL,AL,SP,0,0
457707,Trevor Bell,24,1,2,29,16,14,3,10,13,0,LAA,AL,SP,4,4
407924,Manny Acosta,24,1,1,24,13,12,3,13,19,0,NYN,NL,RP,0,36
446248,Bryan Augenstein,24,1,2,27,14,13,3,7,15,0,ARI,NL,SP,2,5
425466,Willie Eyre,24,1,1,25,13,12,2,10,14,0,TEX,AL,RP,0,17
429723,Merkin Valdez,24,1,1,26,14,13,3,14,19,0,TOR,AL,RP,0,48
444446,Collin Balester,23,1,2,26,15,13,3,9,15,0,WAS,NL,SP,7,0
471183,Waldis Joaquin,23,1,2,23,13,12,2,14,19,0,SFN,NL,RP,0,10
450527,Alex Hinshaw,23,1,1,19,11,10,2,14,25,0,SFN,NL,RP,0,9
460677,Cory Wade,23,1,1,22,12,11,3,8,17,0,LAN,NL,RP,0,27
450852,Cristhian Martinez,23,1,2,27,15,14,3,8,13,0,FLO,NL,SP,0,15
452237,Taylor Tankersley,23,1,1,23,13,12,3,13,21,0,FLO,NL,RP,0,0
460701,James Russell,23,1,2,28,17,15,5,9,15,0,CHN,NL,SP,0,0
346869,Josh Towers,22,1,2,25,14,13,4,6,13,0,LAN,NL,SP,0,2
519174,Trevor Reckling,22,1,2,26,16,15,3,15,13,0,LAA,AL,SP,0,0
446185,Logan Ondrusek,22,1,2,23,14,12,3,11,13,0,CIN,NL,RP,0,0
441368,Alberto Castillo,22,1,1,22,12,11,2,9,16,0,BAL,AL,RP,0,20
453264,Donnie Veal,22,1,2,24,16,14,3,16,18,0,PIT,NL,SP,0,19
519145,Aaron Poreda,21,1,1,20,12,11,2,14,16,0,SDN,NL,SP,0,14
465065,Sergio Escalona,21,1,1,21,13,12,3,11,17,0,PHI,NL,RP,0,14
493603,Adam Ottavino,21,1,2,23,14,13,3,13,15,0,SLN,NL,SP,0,0
476451,Jeremy Hellickson,21,1,1,22,13,11,4,7,17,0,TBA,AL,SP,0,0
445612,Dale Thayer,21,1,1,23,12,10,2,8,13,0,TBA,AL,RP,0,11
519259,Daniel Schlereth,21,1,1,19,11,11,1,14,21,0,DET,AL,RP,0,21
476127,Zachary Kroenke,21,1,1,23,14,13,3,13,15,0,ARI,NL,RP,0,0
459932,Hector Ambriz,20,1,1,24,13,12,3,8,12,0,CLE,AL,SP,0,0
489150,Clayton Mortensen,20,1,1,23,13,12,3,9,11,0,OAK,AL,SP,6,1
488722,Zach Braddock,20,1,1,18,12,11,3,12,23,0,MIL,NL,RP,0,0
502165,Andrew Carpenter,20,1,1,23,14,13,4,8,13,0,PHI,NL,SP,1,2
457761,Ryan Tucker,20,1,1,22,13,12,2,12,14,0,FLO,NL,SP,0,0
502208,P.J. Walters,20,1,1,22,14,13,4,9,16,0,SLN,NL,SP,1,7
452259,Steven Jackson,20,1,1,22,12,11,2,9,13,0,PIT,NL,RP,0,40
455949,Scott Mathieson,20,1,1,20,13,11,3,10,16,0,PHI,NL,RP,0,0
407298,Jason Jennings,20,1,1,23,13,12,3,9,13,0,OAK,AL,RP,0,44
