mlbamID,playerName,team,league,defaultPos,G_SP,G_RP,IP,W,L,S,H,R,ER,HR,K,BB,HBP
429981,Roy Corcoran,TEX,AL,RP,0,0,27,2,1,0,27,13,12,2,18,12,1
429984,Scott Proctor,ATL,NL,RP,0,6,28,1,1,0,28,15,14,3,24,12,1
429985,Chad Gaudin,WAS,NL,RP,0,12,81,4,5,0,81,45,41,11,67,32,5
430083,Brian Sanches,FLO,NL,RP,0,61,62,3,3,0,55,26,22,6,53,25,3
430101,Chad Cordero,TOR,AL,RP,0,9,30,2,2,0,30,15,14,3,23,11,1
430579,Elizardo Ramirez,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
430580,Alfredo Simon,BAL,AL,RP,0,49,51,3,3,9,53,29,26,9,38,20,2
430582,Brian Wolfe,,,,0,0,27,2,2,0,28,14,13,3,20,10,1
430587,Taylor Buchholz,NYN,NL,RP,0,2,31,2,2,0,28,14,13,3,24,11,1
430588,Fernando Nieve,PIT,NL,RP,1,39,54,3,4,0,52,28,26,8,44,23,2
430589,Chad Qualls,SDN,NL,RP,0,43,60,3,4,11,67,36,32,6,47,18,2
430594,Renyel Pinto,FLO,NL,RP,0,20,39,2,2,0,36,18,16,4,35,19,2
430597,Phil Dumatrait,,,,0,0,34,2,2,0,34,18,17,4,26,15,1
430599,Joe Blanton,PHI,NL,SP,28,1,167,9,7,0,179,87,81,22,130,49,5
430606,Mike Adams,SDN,NL,RP,0,70,62,3,2,0,50,21,19,4,62,21,1
430610,Dennis Sarfate,,,,0,0,29,1,1,0,27,15,14,3,24,13,1
430613,Ronald Belisario,LAN,NL,RP,0,59,60,3,2,1,54,27,25,6,48,22,3
430617,Scott Dohmann,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
430618,Justin Hampson,,,,0,0,25,1,1,0,25,12,11,2,20,9,1
430629,Joel Hanrahan,PIT,NL,RP,0,72,66,3,3,4,63,32,29,6,74,27,3
430630,Jason Frasor,TOR,AL,RP,0,69,63,4,4,4,58,28,26,5,55,24,3
430634,Sean Burnett,WAS,NL,RP,0,73,62,2,4,1,54,25,23,5,54,24,2
430636,Ian Snell,SLN,NL,SP,8,4,94,4,7,0,102,55,51,11,64,45,2
430638,Roman Colon,,,,0,5,31,2,2,0,31,16,15,3,22,12,1
430641,Blaine Boyer,NYN,NL,RP,0,54,59,2,3,0,59,33,28,5,41,24,2
430642,Jose Capellan,,,,0,0,25,1,1,0,25,12,11,3,21,9,1
430646,Jake Woods,,,,0,0,25,1,1,0,25,13,12,3,18,9,1
430650,Edwin Moreno,,,,0,0,27,1,2,0,28,14,13,3,22,11,1
430654,Brian Bass,PHI,NL,RP,0,4,38,2,2,0,41,21,19,4,28,17,2
430657,Cha Seung Baek,,,,0,0,48,2,3,0,48,24,22,5,37,17,1
430661,Dustin McGowan,,,,0,0,60,3,3,0,59,30,28,6,46,21,2
430663,Brian Bruney,MIL,NL,RP,0,19,38,3,2,0,36,19,18,4,33,19,1
430664,Casey Daigle,SFN,NL,RP,0,13,30,2,2,0,34,17,16,4,24,12,1
430665,Brandon Medders,SFN,NL,RP,0,14,39,2,1,0,41,19,18,4,31,16,1
430666,Phil Stockman,,,,0,0,25,1,1,0,24,12,11,3,21,9,1
430670,Bobby Keppel,,,,0,0,30,1,1,0,31,15,14,3,22,11,2
430673,Ramon Ramirez,SFN,NL,RP,0,44,67,3,3,1,57,26,24,6,54,27,2
430674,Yhency Brazoban,,,,0,0,25,1,1,0,25,12,11,3,20,9,1
430675,Sean Henn,,,,0,0,26,1,2,0,26,14,13,3,21,11,1
430680,Justin Lehr,CIN,NL,SP,0,0,67,4,4,0,69,35,33,9,48,26,3
430683,Justin Germano,,,,1,22,47,2,3,0,45,23,21,6,34,15,3
430831,Jeff Bennett,,,,0,0,31,1,2,0,32,15,14,3,21,13,2
430837,Lenny DiNardo,,,,0,0,47,2,3,0,53,29,26,5,32,20,2
430884,Jesse Crain,MIN,AL,RP,0,71,64,4,3,0,58,30,27,6,53,25,2
430889,Bill Murphy,,,,0,0,26,1,1,0,24,13,12,3,19,10,1
430900,Michael Wuertz,OAK,AL,RP,0,48,53,3,2,3,46,24,22,6,49,20,1
430904,Paul Maholm,PIT,NL,SP,32,0,172,8,11,0,191,93,84,14,111,55,7
430911,David Aardsma,SEA,AL,RP,0,53,57,2,4,20,47,25,23,5,52,25,2
430912,Matt Cain,SFN,NL,SP,33,0,193,11,9,0,165,74,69,18,160,61,4
430913,Brad Hennessey,,,,0,0,33,2,2,0,35,18,17,4,26,12,1
430935,Cole Hamels,PHI,NL,SP,33,0,184,10,10,0,171,75,71,21,173,50,5
430941,George Sherrill,ATL,NL,RP,0,65,50,2,3,8,49,23,22,5,42,22,2
430942,Randy Williams,CHA,AL,RP,0,27,39,2,2,0,42,21,20,4,32,19,3
430950,Brian Gordon,PHI,NL,OF,0,0,25,1,1,0,25,12,12,3,19,9,1
430962,Dustin Nippert,,,,2,36,67,4,4,0,68,33,32,7,52,30,3
430963,Tony Pena,CHA,AL,RP,3,49,83,5,4,1,88,46,41,8,56,30,2
431148,Scott Kazmir,LAA,AL,SP,28,0,150,10,11,0,145,83,79,20,115,65,8
431162,Tim Stauffer,SDN,NL,RP,7,25,87,5,6,0,79,32,30,7,68,31,3
432934,Chris Young,NYN,NL,SP,4,0,78,5,4,0,69,37,34,9,62,34,2
433578,Lance Cormier,LAN,NL,RP,0,60,64,3,3,1,65,29,27,6,39,26,1
433579,John Danks,CHA,AL,SP,32,0,187,12,10,0,166,79,75,18,145,61,4
433581,Brad Thompson,TEX,AL,RP,0,16,48,2,4,0,51,27,25,5,29,15,3
433584,Fausto Carmona,CLE,AL,SP,33,0,178,10,12,0,179,95,87,16,112,72,8
433585,Jeff Francis,KCA,AL,SP,19,1,111,5,7,0,120,60,57,12,79,33,3
433586,Santiago Casilla,SFN,NL,RP,0,52,57,4,3,1,55,26,23,5,50,24,3
433587,Felix Hernandez,SEA,AL,SP,34,0,209,13,9,0,171,73,61,15,191,63,7
433589,Yusmeiro Petit,SEA,AL,SP,0,0,57,3,4,0,57,31,29,8,48,20,1
433657,David Bush,TEX,AL,SP,31,1,157,8,11,0,168,93,82,23,109,54,8
434137,Logan Kensing,,,,0,0,29,1,1,0,30,16,15,4,23,12,1
434159,Dan Meyer,FLO,NL,RP,0,13,36,2,2,0,36,19,17,4,30,15,1
434180,Kameron Loe,MIL,NL,RP,0,53,54,3,3,0,53,25,21,6,43,17,2
434181,Brandon League,SEA,AL,RP,0,70,72,5,5,2,66,34,30,7,58,24,3
434298,Todd Coffey,WAS,NL,RP,0,69,65,3,4,0,64,32,28,7,53,21,3
434378,Justin Verlander,DET,AL,SP,33,0,196,14,9,0,173,84,78,15,190,62,6
434438,Billy Buckner,ARI,NL,SP,3,0,63,3,5,0,72,39,37,9,53,23,3
434442,J.P. Howell,TBA,AL,RP,0,0,32,2,2,3,27,13,12,3,30,13,1
434479,Mike Hinckley,,,,0,0,26,1,1,0,25,12,11,3,20,11,1
434480,Darrell Rasner,,,,0,0,54,3,4,0,56,29,27,6,38,19,2
434482,Jesse Carlson,TOR,AL,RP,0,20,39,2,2,1,36,18,17,4,29,13,2
434538,Francisco Liriano,MIN,AL,SP,31,0,167,10,10,0,163,81,77,14,158,60,7
434564,Zack Segovia,MIL,NL,RP,0,0,26,2,1,0,25,13,12,3,21,10,1
434565,Robinson Tejeda,KCA,AL,RP,0,54,65,3,4,0,54,30,27,6,59,30,2
434578,Joe Saunders,ARI,NL,SP,13,0,180,11,11,0,190,93,82,21,113,59,5
434579,Steven Shell,,,,0,0,25,1,1,0,23,12,10,3,21,9,1
434587,Devon Lowery,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
434590,Yorman Bazardo,TEX,AL,SP,0,0,46,2,3,0,47,27,25,4,36,20,2
434591,Randy Messenger,,,,0,0,26,1,1,0,26,13,12,3,19,9,1
434592,Chris Resop,PIT,NL,RP,0,1,35,2,2,0,33,17,16,3,32,15,1
434619,Enrique Gonzalez,DET,AL,RP,0,18,38,2,2,0,37,19,18,5,26,16,1
434622,Ubaldo Jimenez,COL,NL,SP,33,0,193,14,9,0,157,74,70,11,181,77,8
434623,Juan Morillo,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
434627,Ryan Speier,,,,0,0,26,1,1,0,25,12,12,2,20,10,1
434628,Jason Hammel,COL,NL,SP,30,0,159,9,8,0,174,83,78,16,125,46,6
434629,Chris Seddon,,,,0,14,36,2,2,0,35,19,18,4,27,14,1
434637,Matt Lindstrom,HOU,NL,RP,0,58,56,3,3,13,61,29,27,5,46,22,1
434638,Brian Burres,PIT,NL,SP,13,7,89,5,6,0,97,53,49,10,60,36,5
434641,Juan Gutierrez,ARI,NL,RP,0,58,60,2,4,9,58,30,29,7,52,23,3
434643,Wandy Rodriguez,HOU,NL,SP,32,0,178,11,11,0,170,80,69,16,163,59,6
434663,Leo Nunez,FLO,NL,RP,0,68,64,4,4,18,60,29,27,7,59,22,2
434665,Nick Masset,CIN,NL,RP,0,82,71,4,3,1,63,30,27,7,67,27,1
434666,Josh Rupe,,,,0,11,30,2,1,0,32,16,16,3,22,13,1
434668,Manny Delcarmen,,,RP,0,48,57,3,3,0,53,28,26,6,48,27,2
434669,Luis Mendoza,,,,0,4,37,2,3,0,42,26,23,5,26,14,2
434671,Anibal Sanchez,FLO,NL,SP,32,0,166,10,11,0,161,77,69,13,139,64,6
434672,Chris Smith,SEA,AL,RP,0,3,31,1,1,0,30,16,15,4,26,12,1
434678,Kyle Davies,KCA,AL,SP,32,0,164,9,11,0,171,93,87,18,116,70,4
434679,Anthony Lerew,OAK,AL,SP,6,0,72,3,6,0,75,43,40,12,52,27,3
434701,Franquelis Osoria,,,,0,0,25,1,1,0,26,13,12,3,19,8,1
434718,Huston Street,COL,NL,RP,0,44,55,4,3,17,47,24,22,6,53,16,1
434884,Ryan Rowland-Smith,HOU,NL,SP,20,7,112,4,7,0,118,66,59,16,66,40,5
434958,Sean Green,NYN,NL,RP,0,11,37,1,2,0,35,19,17,3,31,16,3
434978,Marino Salas,,,,0,0,25,1,1,0,25,13,12,3,20,10,1
435039,Anthony Reyes,,,,0,0,53,3,3,0,52,27,26,6,37,21,2
435043,Zach Duke,ARI,NL,SP,29,0,161,8,12,0,186,91,82,19,98,46,4
435044,Scott Baker,MIN,AL,SP,29,0,165,11,8,0,165,78,76,21,136,44,5
435045,Sergio Santos,CHA,AL,RP,0,56,51,3,2,1,50,22,21,4,45,21,2
435080,Thomas Diamond,CHN,NL,RP,3,13,46,2,3,0,47,26,24,6,43,20,2
435140,Hayden Penn,PIT,NL,RP,0,3,30,2,1,0,32,19,17,3,26,14,1
435158,Keiichi Yabu,,,,0,0,25,1,2,0,25,13,11,2,19,10,1
435178,Josh Johnson,FLO,NL,SP,28,0,173,11,6,0,152,60,57,11,166,49,5
435179,Scott Olsen,PIT,NL,SP,15,2,105,5,7,0,110,59,54,13,74,36,2
435221,Brandon McCarthy,TEX,AL,SP,0,0,70,4,3,0,67,35,32,8,50,25,2
435261,Zach Miner,,,,0,0,40,3,2,0,40,19,18,4,27,16,1
435298,Jeff Niemann,TBA,AL,SP,29,1,163,11,7,0,155,77,74,19,121,56,7
435400,Jason Motte,STL,NL,RP,0,56,57,4,3,1,52,24,22,6,53,21,1
435500,Dan Giese,,,,0,0,32,1,2,0,32,16,15,4,23,12,1
435538,Bill Bray,CIN,NL,RP,0,35,39,2,2,0,37,18,17,4,36,15,1
435618,Jeremy Accardo,TOR,AL,RP,0,5,31,1,2,1,32,15,14,3,22,12,2
435619,Patrick Misch,NYN,NL,RP,6,6,63,2,4,0,66,32,29,8,43,19,2
435620,Jack Taschner,LAN,NL,RP,0,17,38,2,2,0,41,21,19,4,30,17,1
435638,Zach Jackson,,,,0,0,49,2,3,0,50,26,25,6,36,17,2
435658,Jorge Campillo,,,,0,0,43,2,2,0,43,21,19,4,33,14,1
441368,Alberto Castillo,,,,0,14,32,2,1,0,33,17,16,4,24,12,2
442707,Mark DiFelice,,,,0,0,30,2,1,0,29,14,13,3,26,10,1
443563,Alex Serrano,,,,0,0,25,1,1,0,25,12,11,3,19,9,1
444126,Rafael Rodriguez,ARI,NL,RP,0,1,30,1,1,0,32,16,14,3,22,11,2
444127,Warner Madrigal,,,,0,0,27,1,1,0,27,15,14,3,20,11,1
444354,Daryl Thompson,CIN,NL,SP,0,0,60,3,4,0,59,30,27,6,49,22,2
444360,Daniel Davidson,,,,0,0,25,1,1,0,25,13,12,3,19,10,1
444370,Carlos Muniz,,,,0,0,25,1,1,0,25,12,11,3,20,9,1
444371,Jeff Karstens,PIT,NL,SP,19,7,117,4,8,0,127,65,60,15,74,36,2
444382,Eddie Bonine,PHI,NL,RP,1,46,66,4,2,0,73,34,32,8,38,22,3
444427,Kanekoa Texeira,KCA,AL,RP,0,16,56,2,2,0,58,29,27,5,38,21,2
444436,Ryan Webb,SDN,NL,RP,0,54,57,3,2,0,57,25,22,4,46,20,2
444444,Mitch Atkins,BAL,AL,SP,0,5,30,2,1,0,30,15,14,3,26,12,1
444446,Collin Balester,WAS,NL,RP,0,17,51,2,4,0,49,26,24,7,45,20,2
444520,Craig Breslow,OAK,AL,RP,0,75,69,4,4,2,56,29,26,7,58,26,2
444836,Aaron Laffey,SEA,AL,SP,5,24,81,4,5,0,84,41,37,6,48,33,3
444849,Jay Sborz,DET,AL,RP,0,1,25,1,1,0,25,14,13,3,20,9,1
444857,Scott Feldman,TEX,AL,SP,22,7,144,9,8,0,152,80,73,16,86,48,6
444864,Jimmy Barthmaier,,,,0,0,60,3,4,0,59,30,28,7,49,23,2
444865,Jason Hirsh,,,,0,0,34,2,2,0,34,17,15,4,28,12,1
444884,Chris Ray,SEA,AL,RP,0,28,57,3,3,1,58,29,28,6,44,24,1
444970,James Parr,ATL,NL,SP,0,0,35,2,2,0,34,17,16,4,29,12,1
445001,Bobby Cassevah,LAA,AL,RP,0,16,35,2,2,0,35,17,15,3,25,13,1
445060,Ricky Nolasco,FLO,NL,SP,26,0,157,12,8,0,158,80,75,20,150,38,3
445090,Bobby Korecky,,,,0,0,26,1,1,0,26,14,13,3,20,10,1
445156,Sean Marshall,CHN,NL,RP,0,80,73,5,5,0,68,32,29,6,70,26,2
445163,Casey Janssen,TOR,AL,RP,0,56,65,4,3,0,71,32,30,7,51,22,3
445193,Robert Coello,CHN,NL,RP,0,6,28,2,1,0,27,14,13,3,22,11,1
445197,Michael Dunn,FLO,NL,RP,0,25,35,2,2,0,32,15,14,3,33,16,1
445202,Joseph Bisenius,WAS,NL,RP,0,5,27,1,1,0,27,14,13,3,23,11,1
445213,Brandon Kintzler,MIL,NL,RP,0,7,29,1,2,0,29,15,13,3,25,11,1
445216,Daniel McCutchen,PIT,NL,SP,9,19,77,3,5,0,83,43,41,11,53,29,2
445222,Jack Cassel,,,,0,0,37,2,2,0,37,19,17,4,29,13,1
445246,Jeff Fulchino,HOU,NL,RP,0,50,57,3,3,0,57,29,27,6,50,22,2
445276,Kenley Jansen,LAN,NL,RP,0,25,39,2,2,2,32,15,14,3,39,15,1
445590,Eric Stults,,,,0,0,65,4,4,0,65,32,30,6,51,26,3
445612,Dale Thayer,,,,0,1,27,1,1,0,29,15,14,3,20,9,1
445926,Jesse Chavez,KCA,AL,RP,0,23,63,3,4,0,65,35,33,9,46,22,2
445968,Dana Eveland,,,,1,2,86,5,6,0,97,51,47,7,60,41,4
445971,Tim Wood,FLO,NL,RP,0,26,41,2,2,0,42,21,19,4,29,17,1
445984,Jesus Delgado,CIN,NL,RP,0,0,25,1,1,0,24,12,11,3,21,9,1
445995,Arturo Lopez,,,,0,0,25,1,1,0,26,13,12,3,21,10,1
446003,Luis Valdez,,,,0,0,25,1,2,0,25,12,11,3,21,9,1
446099,John Axford,MIL,NL,RP,0,50,55,5,3,13,47,22,21,4,56,23,1
446185,Logan Ondrusek,CIN,NL,RP,0,60,54,4,2,0,49,25,23,6,42,19,1
446207,Josh Geer,SDN,NL,SP,0,0,67,3,4,0,69,37,34,11,47,20,2
446209,Jesse Litsch,TOR,AL,SP,9,0,84,4,6,0,85,43,40,11,52,25,3
446213,Brett Sinkbeil,FLO,NL,RP,0,3,26,1,1,0,25,13,12,3,21,11,1
446248,Bryan Augenstein,ARI,NL,SP,0,0,37,2,2,0,37,19,18,4,29,13,2
446264,Barry Enright,ARI,NL,SP,17,0,109,7,7,0,105,49,47,17,73,35,2
446321,Ross Detwiler,WAS,NL,SP,5,3,75,3,5,0,78,41,35,7,55,29,2
446333,Eddie Kunz,NYN,NL,RP,0,0,25,1,1,0,24,12,11,3,21,9,1
446341,Scott Richmond,,,,0,0,70,4,5,0,72,39,36,10,56,26,1
446399,Brett Cecil,TOR,AL,SP,28,0,155,12,7,0,158,78,73,18,113,52,4
446453,Levale Speigner,,,,0,0,25,1,1,0,25,13,12,3,20,10,1
446454,Brian Bannister,,,SP,23,1,139,7,11,0,153,85,79,18,90,48,4
446624,Charlie Haeger,SEA,AL,SP,6,3,61,3,4,0,62,38,34,8,53,30,3
446641,Wilton Lopez,HOU,NL,RP,0,68,61,4,3,0,63,29,26,6,47,15,1
446861,Guillermo Moscoso,OAK,AL,SP,0,1,27,1,1,0,27,13,12,3,21,10,1
446884,T.J. Beam,ARI,NL,RP,0,0,25,1,1,0,24,12,11,3,19,9,1
446899,Brad Ziegler,OAK,AL,RP,0,64,63,3,4,3,61,25,23,4,44,25,2
446901,James Houser,BAL,AL,SP,0,1,26,1,1,0,25,13,12,3,21,9,1
446911,Virgil Vasquez,,,,0,0,47,2,3,0,50,25,23,5,37,17,2
446916,Mike Burns,,,,0,0,49,3,3,0,51,27,24,6,39,17,2
447714,Eric O'Flaherty,ATL,NL,RP,0,56,53,3,2,0,49,23,21,4,43,19,3
447744,Raul Valdes,STL,NL,RP,1,37,55,3,3,1,56,29,27,6,48,23,3
448147,Nick Blackburn,MIN,AL,SP,26,2,160,9,10,0,180,85,78,20,83,39,4
448159,Manny Parra,MIL,NL,SP,16,26,122,6,8,0,135,74,66,15,113,57,3
448165,Matt Capps,MIN,AL,RP,0,27,67,4,4,26,70,31,28,7,52,19,2
448178,Kevin Jepsen,LAA,AL,RP,0,68,60,4,4,0,59,29,28,4,53,24,2
448179,Rich Hill,STL,NL,SP,0,6,54,3,3,0,55,32,30,6,41,25,2
448200,Chris Sampson,COL,NL,SS,0,35,47,3,2,1,52,26,24,5,32,15,1
448241,Justin James,,,,0,5,27,1,1,0,28,13,13,3,21,10,1
448269,Brad Bergesen,BAL,AL,SP,28,2,156,8,9,0,162,80,73,19,89,46,6
448287,Lucas French,SEA,AL,SP,13,3,104,6,7,0,107,55,52,13,63,36,4
448306,James Shields,TBA,AL,SP,33,1,183,11,11,0,199,97,89,25,150,46,5
448337,Josh Kinney,CHA,AL,RP,0,0,27,1,1,0,27,14,13,3,21,11,1
448592,Cla Meredith,WAS,NL,RP,0,21,39,2,2,0,41,19,18,4,26,13,2
448609,Tony Sipp,CLE,AL,RP,0,70,61,3,2,0,52,28,26,8,58,29,2
448614,Carlos Torres,,,,1,4,49,2,3,0,53,28,27,6,39,21,2
448656,Chad Reineke,CIN,NL,SP,0,0,55,3,3,0,54,28,26,6,40,20,2
448693,Ross Wolf,,,,0,11,31,2,2,0,31,15,14,3,24,12,1
448694,Randy Wells,CHN,NL,SP,32,0,173,9,11,0,177,80,73,16,127,55,6
448753,Justin Berg,CHN,NL,RP,0,41,46,2,2,0,46,24,21,4,31,18,2
448802,Jaime Garcia,STL,NL,SP,28,0,138,10,7,0,127,58,48,10,114,52,3
448842,Eulogio De La Cruz,,,,0,0,28,2,1,0,28,15,14,3,23,12,1
448857,Jose Ascanio,,,,0,0,27,1,2,0,27,13,12,3,23,10,1
449060,Clay Rapada,,,,0,13,30,2,1,0,29,15,14,3,22,13,1
449072,Kyle McClellan,STL,NL,RP,0,68,69,3,4,2,61,27,25,7,57,25,3
449079,Wesley Wright,HOU,NL,RP,4,10,48,3,3,0,48,27,24,6,44,20,2
449097,Jonathan Papelbon,BOS,AL,RP,0,65,65,4,4,27,58,28,25,6,64,23,2
449110,Omar Beltre,,,,2,0,63,3,4,0,64,34,32,8,50,26,3
449157,Mike Parisi,,,,0,0,31,2,2,0,31,16,15,3,25,12,1
449161,Mark Rogers,MIL,NL,SP,2,2,47,2,2,0,42,21,20,4,41,17,2
449173,Lucas Harrell,CHA,AL,SP,3,5,50,3,2,0,53,27,23,5,37,21,1
449774,Evan MacLane,STL,NL,SP,0,2,25,1,2,0,25,13,11,3,21,10,1
449777,Mitch Stetter,MIL,NL,RP,0,9,31,2,1,0,29,15,14,3,28,14,2
449820,Leo Rosales,ARI,NL,RP,0,16,38,2,2,0,39,20,19,4,29,14,1
449881,R.J. Swindle,,,,0,0,26,1,1,0,26,14,13,3,22,10,1
450172,Edinson Volquez,CIN,NL,SP,12,0,96,7,4,0,85,44,41,9,95,45,5
450203,Charlie Morton,,,,17,0,109,5,11,0,123,72,65,13,82,41,6
450212,Pat Neshek,MIN,AL,RP,0,11,29,1,2,0,28,15,14,3,23,12,1
450275,Mark Lowe,TEX,AL,RP,0,11,40,2,3,1,39,20,18,4,33,15,1
450282,Glen Perkins,MIN,AL,RP,1,12,67,4,4,0,75,37,35,8,41,19,3
450306,Jason Vargas,SEA,AL,SP,31,0,161,8,10,0,158,76,72,18,104,47,3
450308,Jered Weaver,LAA,AL,SP,34,0,193,12,10,0,172,80,75,21,176,55,3
450312,Mark Worrell,BAL,AL,RP,0,0,25,1,1,0,25,12,11,3,21,9,1
450320,Carmen Pignatiello,,,,0,0,25,1,1,0,25,12,11,3,20,9,1
450321,Bill White,,,,0,0,25,1,1,0,25,13,12,3,19,10,1
450351,C.J. Wilson,TEX,AL,SP,33,0,146,10,7,8,126,64,58,10,125,63,7
450527,Alex Hinshaw,SFN,NL,RP,0,0,26,1,1,0,25,13,12,3,22,11,1
450545,Doug Mathis,,,,0,13,43,2,2,0,45,22,21,6,29,16,1
450580,Dustin Richardson,FLO,NL,RP,0,26,32,2,2,0,32,15,14,4,25,14,1
450665,Kris Medlen,ATL,NL,RP,14,17,96,5,4,0,93,44,41,10,83,28,3
450729,Doug Fister,SEA,AL,SP,28,0,151,7,11,0,156,73,68,15,94,37,5
450832,Jesse English,WAS,NL,RP,0,7,29,2,1,0,29,14,13,3,23,10,1
450852,Cristhian Martinez,ATL,NL,RP,0,18,41,2,2,0,41,21,19,4,33,13,1
450864,Bobby Cramer,OAK,AL,RP,4,0,72,4,4,0,70,34,32,10,51,25,2
451085,Brian Matusz,BAL,AL,SP,32,0,152,10,9,0,148,74,70,16,126,52,5
451135,Dan Cortes,SEA,AL,SP,0,4,28,2,2,0,26,13,12,3,22,10,1
451216,Brian Wilson,SFN,NL,RP,0,70,70,4,4,32,63,26,24,5,74,25,2
451256,Kurt Birkins,COL,NL,RP,0,0,25,1,1,0,24,12,11,3,19,9,1
451257,Kason Gabbard,,,,0,0,60,3,3,0,60,31,28,6,44,25,2
451262,A.J. Murray,MIL,NL,RP,0,0,60,4,3,0,60,30,27,6,45,22,2
451482,Armando Galarraga,ARI,NL,SP,24,1,144,6,9,0,141,75,71,20,92,54,5
451491,Joel Zumaya,DET,AL,RP,0,31,47,3,3,1,45,22,20,4,40,19,1
451497,Brian Slocum,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
451532,Chad Billingsley,LAN,NL,SP,31,0,175,11,10,0,158,76,70,12,162,66,7
451584,Wade Davis,TBA,AL,SP,29,0,148,10,8,0,141,69,65,18,109,53,4
451585,Sam Demel,ARI,NL,RP,0,37,43,2,2,1,44,24,21,5,37,15,1
451595,Sean Gallagher,PIT,NL,RP,0,15,60,3,3,0,61,35,31,6,50,30,3
451596,Yovani Gallardo,MIL,NL,SP,31,0,171,12,8,0,153,76,70,15,182,70,4
451628,Alfredo Figaro,,,,1,7,43,2,3,0,45,24,22,5,32,17,1
451650,Rommie Lewis,TOR,AL,RP,0,14,34,2,2,0,34,19,18,4,26,13,1
451767,Freddy Dolsi,,,,0,0,26,1,2,0,26,13,11,2,19,10,1
451774,Matt DeSalvo,FLO,NL,SP,0,0,25,1,1,0,25,13,12,3,20,9,1
451775,Fernando Rodriguez,,,,0,0,25,1,1,0,24,13,12,3,19,9,1
451788,Shaun Marcum,MIL,NL,SP,31,0,158,10,7,0,146,69,65,19,129,43,6
452075,Connor Robertson,,,,0,0,25,1,1,0,25,12,11,3,20,9,1
452217,Wes Whisler,FLO,NL,SP,0,0,25,1,1,0,24,13,12,3,19,9,1
452237,Taylor Tankersley,NYN,NL,RP,0,27,31,1,2,0,31,17,16,4,25,12,1
452240,Adam Russell,TBA,AL,RP,0,12,34,2,2,0,33,17,15,3,31,13,1
452241,Garrett Mock,WAS,NL,SP,1,0,51,2,4,0,54,28,25,5,43,22,1
452249,Micah Owings,ARI,NL,SP,0,22,68,4,5,0,66,39,36,8,53,32,4
452259,Steven Jackson,PIT,NL,RP,0,11,35,2,2,0,35,18,16,4,26,14,1
452293,Jonathan Albaladejo,,,,0,10,34,2,2,0,34,17,16,4,25,14,2
452298,Kevin Cameron,,,,0,0,27,1,1,0,26,13,12,3,20,10,1
452656,Dave Davidson,,,,0,0,25,1,1,0,25,13,12,3,21,10,1
452657,Jon Lester,BOS,AL,SP,32,0,184,15,8,0,159,72,68,15,184,64,7
452676,Mitch Talbot,CLE,AL,SP,28,0,139,8,10,0,144,75,67,13,87,57,6
452718,Kyle Kendrick,PHI,NL,SP,31,2,148,10,8,0,158,80,74,18,85,46,5
452724,Billy Sadler,,,,0,0,25,1,1,0,24,12,11,3,21,10,1
452725,Wes Littleton,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
452733,Tom Gorzelanny,WAS,NL,SP,23,6,122,8,8,0,122,66,61,13,104,56,3
453178,Ian Kennedy,ARI,NL,SP,32,0,156,7,9,0,138,74,69,19,134,59,7
453184,Brad Lincoln,PIT,NL,SP,9,2,80,3,5,0,85,47,44,10,56,27,5
453186,Scott Maine,CHN,NL,RP,0,13,31,2,2,0,29,14,13,3,26,11,1
453192,Andrew Miller,BOS,AL,SP,7,2,74,4,6,0,81,47,41,7,62,36,2
453198,Chris Perez,CLE,AL,RP,0,63,62,3,3,11,50,25,23,6,58,25,4
453249,Jeff Manship,MIN,AL,RP,1,12,50,3,2,0,52,27,25,5,38,17,1
453264,Donald Veal,,,,0,0,27,2,1,0,26,14,13,3,23,12,1
453268,Daniel Bard,BOS,AL,RP,0,73,67,3,3,2,54,26,23,6,65,26,2
453281,Wade LeBlanc,SDN,NL,SP,25,1,136,8,9,0,137,65,63,19,106,50,4
453286,Max Scherzer,DET,AL,SP,31,0,173,10,10,0,159,81,72,18,162,60,8
453307,David Huff,CLE,AL,SP,15,0,113,6,9,0,127,68,64,14,66,40,3
453311,Tim Lincecum,SFN,NL,SP,33,0,189,13,8,0,159,69,64,13,209,63,5
453329,Clay Buchholz,BOS,AL,SP,28,0,156,12,8,0,140,65,58,13,116,60,4
453332,Josh Butler,MIL,NL,SP,0,0,25,1,1,0,25,13,12,3,21,10,1
453343,Mark Melancon,HOU,NL,RP,0,20,37,2,2,0,35,19,16,3,32,14,2
453344,Brandon Morrow,TOR,AL,SP,26,0,126,7,7,4,114,62,58,12,131,56,5
453353,Greg Reynolds,COL,NL,SP,0,0,57,3,4,0,59,32,29,7,43,21,2
453381,Kevin Mulvey,ARI,NL,SP,0,2,42,2,3,0,42,23,21,5,34,16,2
453385,Clayton Richard,SDN,NL,SP,33,0,171,11,8,0,171,81,75,15,133,67,4
453515,David Purcey,TOR,AL,RP,0,33,55,2,3,0,53,30,27,6,45,24,2
453562,Jake Arrieta,BAL,AL,SP,18,0,110,7,6,0,110,57,53,11,71,45,4
